epoch,train_loss,val_loss,mean_fg_dice,ema_fg_dice,lr,epoch_time_s
0,0.07249978929758072,0.019317831844091415,0.00013511383440345526,0.00013511383440345526,0.01,315.122300863266
1,-0.0313531719148159,-0.12293242663145065,0.44007608294487,0.04412921145558357,0.009981998198678612,305.35095858573914
2,-0.11416730284690857,-0.2050434947013855,0.4874381422996521,0.08846010267734528,0.00996399278941777,306.1018588542938
3,-0.13545367121696472,-0.23897400498390198,0.5265605449676514,0.13227014243602753,0.009945983764247315,306.4764542579651
4,-0.21809853613376617,-0.28980493545532227,0.5959109663963318,0.17863422632217407,0.009927971115163414,308.60351514816284
5,-0.19234225153923035,-0.2921198606491089,0.6218289732933044,0.2229537069797516,0.009909954834128341,307.8591003417969
6,-0.2544126510620117,-0.3542107343673706,0.637078046798706,0.26436614990234375,0.00989193491307027,306.49733304977417
7,-0.290574312210083,-0.28399598598480225,0.6141213178634644,0.2993416488170624,0.00987391134388305,308.5138158798218
8,-0.2832847535610199,-0.34111008048057556,0.7045077681541443,0.3398582637310028,0.009855884118426006,307.237993478775
9,-0.32855281233787537,-0.3969356417655945,0.652395486831665,0.37111198902130127,0.009837853228523706,308.15905690193176
10,-0.3225460648536682,-0.3405962288379669,0.6692340970039368,0.4009242057800293,0.009819818665965752,306.75135040283203
11,-0.37180981040000916,-0.35275590419769287,0.6040981411933899,0.4212415814399719,0.009801780422506557,306.4298996925354
12,-0.3618495464324951,-0.4166549742221832,0.7456634640693665,0.4536837339401245,0.009783738489865112,307.6744360923767
13,-0.36344608664512634,-0.3729659616947174,0.6620956063270569,0.47452491521835327,0.009765692859724779,307.1957595348358
14,-0.38884636759757996,-0.4165385365486145,0.7155978679656982,0.49863219261169434,0.009747643523733043,307.0974977016449
15,-0.39569902420043945,-0.40767520666122437,0.7110795974731445,0.5198769569396973,0.009729590473501306,307.3021683692932
16,-0.39698052406311035,-0.3804997205734253,0.6003099679946899,0.5279202461242676,0.009711533700604631,307.9149160385132
17,-0.3887864351272583,-0.3944903612136841,0.6498571038246155,0.5401139259338379,0.009693473196581535,306.73986649513245
18,-0.38902971148490906,-0.4779210388660431,0.7089875340461731,0.5570012927055359,0.009675408952933734,309.336222410202
19,-0.399169385433197,-0.41256192326545715,0.7073725461959839,0.5720384120941162,0.009657340961125919,313.2586510181427
20,-0.3953617811203003,-0.456834077835083,0.7119061946868896,0.5860251784324646,0.009639269212585509,309.6287908554077
21,-0.43344542384147644,-0.4271943271160126,0.7163425087928772,0.5990568995475769,0.009621193698702417,308.20490026474
22,-0.41123050451278687,-0.504688024520874,0.7717874646186829,0.6163299083709717,0.009603114410828804,310.1493806838989
23,-0.4351976215839386,-0.47022515535354614,0.7352482080459595,0.6282217502593994,0.009585031340278832,311.6699845790863
24,-0.43324536085128784,-0.43523919582366943,0.7113741040229797,0.6365370154380798,0.009566944478328421,312.3348877429962
25,-0.45406773686408997,-0.3938692510128021,0.7196136713027954,0.644844651222229,0.009548853816214998,310.3847391605377
