epoch,learning_rate,train_loss,val_loss,pseudo_dice,epoch_time_s,ema_pseudo_dice
151,0.00863,-0.5169,-0.5428,0.7978,216.74,
152,0.00862,-0.5249,-0.5984,0.8163,216.79,0.784699976
153,0.00861,-0.5161,-0.5417,0.8017,216.62,0.78640002
154,0.0086,-0.5646,-0.5547,0.7963,216.43,0.787299991
155,0.00716,-0.5258,-0.5595,0.7919,232.07,0.787800014
156,0.00714,-0.5351,-0.5385,0.7492,218.27,
157,0.00712,-0.5323,-0.5855,0.811,218.4,
158,0.0071,-0.5094,-0.5284,0.7551,218.29,
159,0.00709,-0.541,-0.5675,0.8057,219.29,
160,0.00707,-0.5383,-0.5326,0.7416,218.98,
161,0.00705,-0.5578,-0.5389,0.8157,218.37,
162,0.00703,-0.5423,-0.5547,0.7843,218.18,
163,0.00701,-0.5338,-0.5671,0.766,218.68,
164,0.00699,-0.5336,-0.5488,0.7832,219.55,
165,0.00697,-0.5411,-0.5342,0.8058,219.24,
166,0.00696,-0.5488,-0.5849,0.7546,218.65,
167,0.00694,-0.5546,-0.5438,0.7941,219.25,
168,0.00692,-0.5429,-0.5752,0.8174,219.1,
169,0.0069,-0.5471,-0.6271,0.8487,220.26,0.792900026
170,0.00688,-0.5065,-0.5595,0.8225,218.62,0.795899987
171,0.00686,-0.5125,-0.5924,0.8077,218.28,0.796999991
172,0.00684,-0.5437,-0.5621,0.8052,218.52,0.797900021
173,0.00682,-0.5425,-0.548,0.7734,218.92,
174,0.0068,-0.5216,-0.5751,0.7605,219.34,
175,0.00679,-0.5476,-0.5531,0.7774,218.8,
176,0.00677,-0.5427,-0.5355,0.8161,219.46,
177,0.00675,-0.5245,-0.5251,0.7665,218.87,
178,0.00673,-0.5475,-0.5372,0.7959,218.71,
179,0.00671,-0.5088,-0.5307,0.7764,219.23,
180,0.00669,-0.5373,-0.5468,0.8005,218.89,
181,0.00667,-0.5486,-0.5694,0.754,219.47,
182,0.00665,-0.5405,-0.5184,0.7537,218.97,
183,0.00664,-0.5289,-0.5438,0.8065,219.11,
184,0.00662,-0.5282,-0.591,0.8189,219.18,
185,0.0066,-0.5309,-0.5707,0.773,219.32,
186,0.00658,-0.5586,-0.5737,0.8442,219.16,
187,0.00656,-0.5494,-0.6106,0.8164,218.56,
188,0.00654,-0.5536,-0.5852,0.8055,219.27,
189,0.00652,-0.5363,-0.5892,0.7774,219.41,
190,0.0065,-0.5776,-0.5944,0.8159,218.35,
191,0.00648,-0.5474,-0.5519,0.805,219.27,
192,0.00647,-0.5567,-0.5197,0.7908,219.73,
193,0.00645,-0.5616,-0.5761,0.8055,218.89,
194,0.00643,-0.5356,-0.5733,0.7929,218.71,
195,0.00641,-0.5732,-0.5436,0.7927,218.37,
196,0.00639,-0.5511,-0.587,0.8115,218.98,0.798300028
197,0.00637,-0.5559,-0.5951,0.7933,219.57,
198,0.00635,-0.5322,-0.5701,0.8056,219.62,0.798600018
199,0.00633,-0.5489,-0.559,0.7816,218.92,
200,0.00631,-0.5757,-0.5674,0.8278,219.12,0.800000012
201,0.0063,-0.5558,-0.5847,0.8083,220.15,0.800800025
202,0.00628,-0.5855,-0.5973,0.8269,219.28,0.80339998
203,0.00626,-0.5886,-0.5365,0.7762,218.62,
204,0.00624,-0.5709,-0.5145,0.7781,219.42,
205,0.00622,-0.5453,-0.5967,0.8073,219.98,
206,0.0062,-0.5691,-0.569,0.7639,219.34,
207,0.00618,-0.5531,-0.5707,0.7828,219.42,
208,0.00616,-0.5644,-0.6178,0.8342,219.63,
209,0.00614,-0.5491,-0.4925,0.7846,219.63,
210,0.00612,-0.5415,-0.5662,0.7643,218.59,
211,0.00611,-0.5564,-0.5671,0.8176,218.54,
212,0.00609,-0.5489,-0.5822,0.8172,219.12,
213,0.00607,-0.5288,-0.5427,0.8033,219.82,
214,0.00605,-0.5541,-0.5762,0.8251,219.26,
215,0.00603,-0.5484,-0.5,0.7237,219.03,
216,0.00601,-0.5399,-0.5794,0.7809,221.25,
217,0.00599,-0.5525,-0.5773,0.7615,220.67,
218,0.00597,-0.5549,-0.6163,0.8052,220.28,
219,0.00595,-0.5626,-0.6368,0.8032,219.4,
220,0.00593,-0.5605,-0.5787,0.7879,219.25,
221,0.00592,-0.541,-0.57,0.8156,219.38,
222,0.0059,-0.5504,-0.5503,0.8125,220.34,
223,0.00588,-0.5329,-0.5273,0.7807,218.85,
224,0.00586,-0.5808,-0.5743,0.7665,219.1,
225,0.00584,-0.5752,-0.606,0.8004,219.63,
226,0.00582,-0.5818,-0.5677,0.8044,218.71,
227,0.0058,-0.5665,-0.5518,0.8037,219.61,
228,0.00578,-0.5823,-0.6259,0.7918,219.38,
229,0.00576,-0.5669,-0.5868,0.8133,219.51,
230,0.00574,-0.5675,-0.5456,0.7497,220.32,
231,0.00572,-0.522,-0.5495,0.7923,219.99,
232,0.0057,-0.5759,-0.606,0.7904,219.93,
233,0.00569,-0.5677,-0.5824,0.8208,220.94,
234,0.00567,-0.5802,-0.5846,0.8101,219.79,
235,0.00565,-0.5715,-0.56,0.8261,220.01,
236,0.00563,-0.5578,-0.5709,0.8006,220.43,
237,0.00561,-0.5648,-0.5611,0.7887,219.71,
238,0.00559,-0.5678,-0.5593,0.8182,219.49,
239,0.00557,-0.5493,-0.548,0.8114,219.05,
240,0.00555,-0.5768,-0.5979,0.7631,220.05,
241,0.00553,-0.5551,-0.6285,0.7992,220.66,
242,0.00551,-0.5639,-0.5424,0.8255,218.95,
243,0.00549,-0.5541,-0.5593,0.7905,219.4,
244,0.00547,-0.5562,-0.6474,0.7819,220.27,
245,0.00546,-0.5753,-0.6,0.8246,219.22,
246,0.00544,-0.5832,-0.6109,0.8307,220.9,0.80339998
247,0.00542,-0.5563,-0.5906,0.8223,219.24,0.805299997
248,0.0054,-0.5696,-0.536,0.7949,220.25,
249,0.00538,-0.5938,-0.5652,0.8094,220.55,
250,0.00536,-0.5533,-0.5807,0.8103,219.11,0.805299997
251,0.00534,-0.5652,-0.5711,0.7946,220.45,
252,0.00532,-0.5603,-0.6263,0.8351,219.73,0.807299972
253,0.0053,-0.5922,-0.6121,0.8163,219.03,0.808200002
254,0.00528,-0.5679,-0.5714,0.7894,220.33,
255,0.00526,-0.5816,-0.604,0.7883,220.32,
256,0.00524,-0.5766,-0.5954,0.7901,221.12,
257,0.00522,-0.5622,-0.5904,0.8287,219.94,
258,0.0052,-0.5396,-0.5571,0.8145,221.52,
259,0.00518,-0.5615,-0.5798,0.7864,220.55,
260,0.00517,-0.5883,-0.6157,0.8388,220.44,
261,0.00515,-0.595,-0.5105,0.7798,220.18,
262,0.00513,-0.5847,-0.5453,0.8224,220.33,
263,0.00511,-0.5824,-0.5847,0.8032,219.9,
264,0.00509,-0.544,-0.601,0.7999,219.99,
265,0.00507,-0.5615,-0.5996,0.8323,219.16,0.808499992
266,0.00505,-0.5713,-0.6387,0.818,219.71,0.809400022
267,0.00503,-0.597,-0.591,0.8016,220.27,
268,0.00501,-0.572,-0.5982,0.7766,219.14,
269,0.00499,-0.5765,-0.6289,0.8032,219.95,
270,0.00497,-0.5635,-0.5842,0.8486,218.88,0.809599996
271,0.00495,-0.5527,-0.539,0.7879,220.96,
272,0.00493,-0.5546,-0.5466,0.7937,220.09,
273,0.00491,-0.5685,-0.5557,0.8179,221.47,
274,0.00489,-0.5661,-0.5879,0.7681,220.05,
275,0.00487,-0.5787,-0.6017,0.7811,220.88,
276,0.00485,-0.5883,-0.5643,0.8109,221.16,
277,0.00484,-0.5766,-0.6005,0.7903,219.83,
278,0.00482,-0.6087,-0.5485,0.8011,220.91,
279,0.0048,-0.5933,-0.5933,0.8216,220.38,
280,0.00478,-0.585,-0.5729,0.8029,220.37,
281,0.00476,-0.5702,-0.5997,0.7956,220.36,
282,0.00474,-0.5776,-0.5729,0.7977,219.1,
283,0.00472,-0.5658,-0.5592,0.7347,219.39,
284,0.0047,-0.5479,-0.5746,0.7544,219.91,
285,0.00468,-0.5841,-0.58,0.7684,220.38,
286,0.00466,-0.5923,-0.6069,0.769,219.83,
287,0.00464,-0.5944,-0.5675,0.8164,219.86,
288,0.00462,-0.5849,-0.5985,0.8525,219.71,
289,0.0046,-0.5967,-0.6086,0.8011,218.73,
290,0.00458,-0.5779,-0.5893,0.7961,219.32,
291,0.00456,-0.5839,-0.618,0.7982,220.12,
292,0.00454,-0.579,-0.5808,0.8464,219.21,
293,0.00452,-0.5661,-0.5695,0.7851,219.43,
294,0.0045,-0.5848,-0.5974,0.8153,219.62,
295,0.00448,-0.573,-0.5831,0.7912,219.8,
296,0.00446,-0.5801,-0.588,0.8125,219.32,
297,0.00444,-0.5764,-0.5474,0.7658,220.54,
298,0.00442,-0.5911,-0.5886,0.7964,220.85,
299,0.0044,-0.5807,-0.5898,0.7878,219.55,
300,0.00438,-0.5627,-0.5813,0.7978,220.85,
301,0.00436,-0.6074,-0.6105,0.8161,219.09,
302,0.00434,-0.5738,-0.5499,0.801,219.29,
303,0.00432,-0.5853,-0.6111,0.8366,219.46,
304,0.0043,-0.595,-0.5957,0.814,219.18,
305,0.00429,-0.5706,-0.5991,0.7939,218.96,
306,0.00427,-0.5832,-0.5633,0.8165,220.16,
307,0.00425,-0.5782,-0.5993,0.8091,219.79,
308,0.00423,-0.554,-0.5618,0.7215,220.33,
309,0.00421,-0.5706,-0.5744,0.775,219.49,
310,0.00419,-0.5689,-0.5932,0.7812,218.92,
311,0.00417,-0.5972,-0.5974,0.8001,219.27,
312,0.00415,-0.5808,-0.5781,0.7931,218.82,
313,0.00413,-0.5833,-0.5905,0.81,219.91,
314,0.00411,-0.5708,-0.5532,0.8062,219.49,
315,0.00409,-0.5633,-0.5833,0.8186,220.02,
316,0.00407,-0.5964,-0.5878,0.8306,219.52,
317,0.00405,-0.605,-0.6362,0.8185,220.23,
318,0.00403,-0.58,-0.6045,0.7783,219.44,
319,0.00401,-0.5736,-0.588,0.8099,220.39,
320,0.00399,-0.5807,-0.5413,0.7384,220.68,
321,0.00397,-0.5882,-0.6217,0.8005,220.19,
322,0.00395,-0.5927,-0.5925,0.8069,220.73,
323,0.00393,-0.6056,-0.6337,0.8371,220.87,
324,0.00391,-0.6111,-0.5792,0.7783,218.77,
325,0.00389,-0.5839,-0.598,0.8111,219.25,
326,0.00387,-0.5899,-0.5933,0.8566,219.82,
327,0.00385,-0.6122,-0.6208,0.8477,220.35,0.809899986
328,0.00383,-0.5994,-0.5844,0.7785,219.93,
329,0.00381,-0.5665,-0.5612,0.8187,218.43,
330,0.00379,-0.5841,-0.5832,0.828,219.3,0.810000002
331,0.00377,-0.5766,-0.6183,0.8352,219.94,0.8125
332,0.00375,-0.5728,-0.6269,0.8014,219.03,
333,0.00373,-0.5597,-0.5674,0.7964,219,
334,0.00371,-0.5985,-0.5643,0.7974,218.87,
335,0.00369,-0.5874,-0.6356,0.808,220.1,
336,0.00367,-0.577,-0.5692,0.8067,219.69,
337,0.00365,-0.5981,-0.5891,0.8464,220.2,
338,0.00363,-0.5908,-0.5992,0.8174,219.68,0.812699974
339,0.00361,-0.5995,-0.6181,0.8335,218.8,0.814800024
340,0.00359,-0.6199,-0.585,0.7963,218.44,
341,0.00357,-0.5845,-0.5636,0.8157,219.65,
342,0.00355,-0.5871,-0.6182,0.8356,219.49,0.815500021
343,0.00353,-0.6126,-0.5898,0.8087,219.99,
344,0.00351,-0.6124,-0.6609,0.8092,220.33,
345,0.00349,-0.595,-0.5572,0.7842,218.59,
346,0.00346,-0.5935,-0.6344,0.8101,219.63,
347,0.00344,-0.6114,-0.6293,0.8349,220.25,
348,0.00342,-0.6201,-0.6207,0.8286,221.16,
349,0.0034,-0.5922,-0.6297,0.8358,221.26,0.817099988
350,0.00338,-0.5726,-0.5793,0.7859,219.8,
351,0.00336,-0.5813,-0.645,0.7933,218.97,
352,0.00334,-0.5984,-0.5669,0.7838,219.83,
353,0.00332,-0.6119,-0.6035,0.8274,220.62,
354,0.0033,-0.6004,-0.6217,0.8293,221.15,
355,0.00328,-0.6059,-0.6169,0.8452,218.48,
356,0.00326,-0.6065,-0.5739,0.7623,219.37,
357,0.00324,-0.5944,-0.6066,0.84,218.02,
358,0.00322,-0.5951,-0.6286,0.7887,218.39,
359,0.0032,-0.6119,-0.5799,0.8055,219.09,
360,0.00318,-0.5901,-0.6244,0.8402,220.15,
361,0.00316,-0.612,-0.6467,0.8453,218.95,
362,0.00314,-0.5796,-0.6006,0.7827,219.46,
363,0.00312,-0.5989,-0.5754,0.7483,220.29,
364,0.0031,-0.5911,-0.5863,0.8091,219.57,
365,0.00308,-0.5893,-0.5912,0.8245,219.6,
366,0.00306,-0.6089,-0.6156,0.7836,220.91,
367,0.00304,-0.5991,-0.6267,0.8039,219.96,
368,0.00302,-0.601,-0.5858,0.7911,220.47,
369,0.003,-0.608,-0.5854,0.7942,221.52,
370,0.00297,-0.5937,-0.628,0.7629,219.71,
371,0.00295,-0.6376,-0.602,0.8069,220.02,
372,0.00293,-0.614,-0.5996,0.7643,219.92,
373,0.00291,-0.6088,-0.5891,0.8261,220.24,
374,0.00289,-0.6316,-0.6472,0.8533,221.13,
375,0.00287,-0.6128,-0.6176,0.8199,219,
376,0.00285,-0.5922,-0.5966,0.8273,219.71,
377,0.00283,-0.6116,-0.6218,0.8284,221.62,
378,0.00281,-0.6073,-0.6204,0.8152,222.81,
379,0.00279,-0.6205,-0.5977,0.7992,220.73,
380,0.00277,-0.6162,-0.5643,0.8153,220.79,
381,0.00275,-0.6226,-0.6274,0.8149,219.21,
382,0.00273,-0.6139,-0.5734,0.815,221.08,
383,0.00271,-0.6091,-0.5502,0.7792,221.02,
384,0.00268,-0.6256,-0.5912,0.8315,221.72,
385,0.00266,-0.6202,-0.6386,0.8076,220.66,
386,0.00264,-0.6183,-0.6317,0.8398,219.54,
387,0.00262,-0.6072,-0.594,0.8065,219.92,
388,0.0026,-0.5944,-0.5839,0.7815,218.4,
389,0.00258,-0.6204,-0.6122,0.8637,218.37,
390,0.00256,-0.634,-0.6001,0.8315,218.09,
391,0.00254,-0.6086,-0.6106,0.8178,217.85,
392,0.00252,-0.637,-0.6376,0.8419,218.1,0.819100022
393,0.0025,-0.6268,-0.6519,0.8103,218.09,
394,0.00248,-0.6268,-0.574,0.8035,217.74,
395,0.00245,-0.6231,-0.6466,0.839,217.78,
396,0.00243,-0.6149,-0.6018,0.7852,217.74,
397,0.00241,-0.6152,-0.6462,0.8178,218.21,
398,0.00239,-0.5982,-0.6193,0.8061,218.23,
399,0.00237,-0.6086,-0.625,0.8218,218.04,
400,0.00235,-0.6251,-0.6373,0.855,218.18,0.819500029
401,0.00233,-0.6162,-0.6317,0.8371,217.88,0.821200013
402,0.00231,-0.6068,-0.6053,0.8175,218.02,
403,0.00229,-0.6102,-0.6132,0.8356,217.76,0.822300017
404,0.00226,-0.6352,-0.6101,0.8194,217.77,
405,0.00224,-0.6194,-0.6007,0.8138,217.56,
406,0.00222,-0.6439,-0.5932,0.8125,217.42,
407,0.0022,-0.64,-0.6175,0.8168,218.06,
408,0.00218,-0.6431,-0.6186,0.8108,218.38,
409,0.00216,-0.6206,-0.5762,0.7867,217.62,
410,0.00214,-0.6316,-0.6193,0.8148,217.86,
411,0.00212,-0.6068,-0.6345,0.7921,217.79,
412,0.00209,-0.6248,-0.6493,0.8342,217.41,
413,0.00207,-0.6351,-0.6047,0.7937,217.79,
414,0.00205,-0.6252,-0.5988,0.8433,217.58,
415,0.00203,-0.6363,-0.6257,0.8041,217.71,
416,0.00201,-0.6111,-0.6063,0.8322,217.54,
417,0.00199,-0.6223,-0.6024,0.8264,217.66,
418,0.00196,-0.6204,-0.6061,0.8442,217.57,
419,0.00194,-0.6128,-0.5799,0.8046,217.68,
420,0.00192,-0.6267,-0.6157,0.8157,217.54,
421,0.0019,-0.6192,-0.6513,0.8561,217.63,
422,0.00188,-0.6384,-0.6154,0.8202,217.74,
423,0.00186,-0.6248,-0.6233,0.8183,217.74,
424,0.00184,-0.6444,-0.6589,0.857,217.65,0.825200021
425,0.00181,-0.627,-0.6532,0.8354,217.54,0.826200008
426,0.00179,-0.6194,-0.6223,0.8033,217.86,
427,0.00177,-0.6165,-0.6021,0.8337,217.68,
428,0.00175,-0.629,-0.603,0.8224,217.6,
429,0.00173,-0.6154,-0.5731,0.8116,218.54,
430,0.0017,-0.638,-0.6025,0.8376,219.49,
431,0.00168,-0.6239,-0.5884,0.8024,218.12,
432,0.00166,-0.6231,-0.613,0.7963,217.95,
433,0.00164,-0.6303,-0.6196,0.8247,220.54,
434,0.00162,-0.6368,-0.655,0.8648,217.84,
435,0.00159,-0.6452,-0.5903,0.7807,217.66,
436,0.00157,-0.6284,-0.659,0.8265,217.47,
437,0.00155,-0.6445,-0.612,0.8094,217.68,
438,0.00153,-0.652,-0.6086,0.7921,217.44,
439,0.00151,-0.6595,-0.6248,0.7999,217.6,
440,0.00148,-0.6467,-0.5958,0.8295,217.59,
441,0.00146,-0.6333,-0.6509,0.7918,217.68,
442,0.00144,-0.6496,-0.6556,0.8185,218.81,
443,0.00142,-0.6415,-0.6568,0.8299,219.17,
444,0.00139,-0.6505,-0.6071,0.8449,218.25,
445,0.00137,-0.646,-0.6643,0.838,218.04,
446,0.00135,-0.6447,-0.6504,0.8144,218.66,
447,0.00133,-0.6356,-0.5836,0.8237,218.26,
448,0.0013,-0.6278,-0.6518,0.8568,218.74,
449,0.00128,-0.6579,-0.6441,0.8332,219.18,
450,0.00126,-0.6532,-0.6014,0.7999,218.42,
451,0.00124,-0.6377,-0.6582,0.842,218.98,
452,0.00121,-0.6583,-0.6416,0.7996,218.76,
453,0.00119,-0.654,-0.6054,0.7831,218.62,
454,0.00117,-0.6321,-0.6169,0.7943,218.88,
455,0.00115,-0.6372,-0.6164,0.7887,218.8,
456,0.00112,-0.6416,-0.6279,0.8115,219.18,
457,0.0011,-0.6277,-0.6108,0.8135,220.55,
458,0.00108,-0.6423,-0.5922,0.8239,218.89,
459,0.00105,-0.6576,-0.6488,0.8689,218.29,
460,0.00103,-0.6512,-0.6291,0.8112,218.63,
461,0.00101,-0.6335,-0.6519,0.8481,218.93,
462,0.00098,-0.6459,-0.6797,0.8289,220.49,
463,0.00096,-0.6469,-0.6321,0.8236,219.66,
464,0.00094,-0.6472,-0.6305,0.8559,219.19,
