epoch,learning_rate,train_loss,val_loss,pseudo_dice,epoch_time_s,ema_pseudo_dice
95,0.00914,-0.4904,-0.4929,0.7611,216.76,0.744899988
96,0.00913,-0.5207,-0.4367,0.7246,216.82,
97,0.00912,-0.5166,-0.4331,0.7637,217.26,0.744899988
98,0.00911,-0.5088,-0.5048,0.7422,217.02,
99,0.0091,-0.5315,-0.4175,0.7456,217.26,
100,0.0091,-0.5364,-0.4459,0.7721,216.74,0.747500002
101,0.00909,-0.5133,-0.4191,0.7666,217.98,0.74940002
102,0.00908,-0.5013,-0.4712,0.7822,219.11,0.752699971
103,0.00907,-0.4796,-0.3793,0.7169,217.43,
104,0.00906,-0.5112,-0.4489,0.7108,217.77,
105,0.00905,-0.5021,-0.515,0.7499,216.8,
106,0.00904,-0.5106,-0.442,0.7561,217.4,
107,0.00903,-0.5262,-0.4519,0.747,218.04,
108,0.00902,-0.4981,-0.5286,0.7978,218.66,
109,0.00901,-0.5004,-0.4556,0.7451,217.98,
110,0.009,-0.5192,-0.499,0.7572,217.02,
111,0.009,-0.5291,-0.4018,0.693,218.45,
112,0.00899,-0.51,-0.4748,0.7809,216.6,
113,0.00898,-0.4963,-0.4496,0.7321,216.99,
114,0.00897,-0.5288,-0.5079,0.7528,219.15,
115,0.00896,-0.5269,-0.4118,0.6964,216.77,
116,0.00895,-0.5048,-0.4097,0.7023,217.71,
117,0.00894,-0.5098,-0.4236,0.7274,217.69,
118,0.00893,-0.5228,-0.4713,0.7545,217.77,
119,0.00892,-0.5531,-0.4556,0.7572,217.07,
120,0.00891,-0.55,-0.517,0.7726,218.79,
121,0.0089,-0.5368,-0.4773,0.7681,219.23,
122,0.00889,-0.5447,-0.4978,0.7229,218.75,
123,0.00889,-0.5134,-0.4375,0.7534,216.96,
124,0.00888,-0.4944,-0.5212,0.7716,217.66,
125,0.00887,-0.5229,-0.4684,0.7682,217.98,
126,0.00886,-0.5242,-0.4554,0.7768,217.93,
127,0.00885,-0.5452,-0.5019,0.7923,216.87,0.756600022
128,0.00884,-0.525,-0.4705,0.7724,220.89,0.75819999
129,0.00883,-0.5225,-0.5152,0.7846,219.28,0.760800004
130,0.00882,-0.5152,-0.4323,0.7041,217.03,
131,0.00881,-0.5353,-0.4678,0.7504,218.87,
132,0.0088,-0.5448,-0.4717,0.7083,216.84,
133,0.00879,-0.5508,-0.4758,0.7301,217.45,
134,0.00879,-0.4927,-0.5114,0.7608,217.91,
135,0.00878,-0.5307,-0.4926,0.7504,217.65,
136,0.00877,-0.5425,-0.5205,0.7593,218.1,
137,0.00876,-0.5437,-0.4865,0.7822,217.71,
138,0.00875,-0.566,-0.4619,0.6697,217.71,
139,0.00874,-0.5493,-0.4828,0.7496,218.76,
140,0.00873,-0.5539,-0.4546,0.7751,217.35,
141,0.00872,-0.5531,-0.4316,0.7329,216.77,
142,0.00871,-0.5399,-0.519,0.767,217.01,
143,0.0087,-0.4955,-0.3858,0.6562,217.68,
144,0.00869,-0.5086,-0.4573,0.7437,217.52,
145,0.00868,-0.5354,-0.4998,0.8049,218.19,
146,0.00868,-0.563,-0.434,0.7102,218.59,
147,0.00867,-0.5078,-0.4966,0.735,217.85,
148,0.00866,-0.4995,-0.478,0.7646,218.13,
149,0.00865,-0.4906,-0.4733,0.7486,218.07,
150,0.00864,-0.5086,-0.4754,0.7715,217.55,
151,0.00863,-0.5055,-0.5045,0.6842,218.99,
152,0.00862,-0.5304,-0.463,0.7017,217.66,
153,0.00861,-0.5421,-0.4749,0.7854,218.71,
154,0.0086,-0.5414,-0.507,0.763,218.13,
155,0.00859,-0.5505,-0.458,0.6554,217.73,
156,0.00858,-0.5276,-0.4766,0.7683,219.24,
157,0.00858,-0.4995,-0.4789,0.764,217.59,
158,0.00857,-0.5437,-0.4903,0.8287,217.37,
159,0.00856,-0.5456,-0.524,0.7479,217.71,
160,0.00855,-0.5537,-0.5468,0.8012,217.07,
161,0.00854,-0.5364,-0.4872,0.7589,217.66,
162,0.00853,-0.5137,-0.4628,0.7231,218.3,
163,0.00852,-0.5521,-0.4534,0.7348,217.63,
164,0.00851,-0.5577,-0.4501,0.6703,218.58,
165,0.0085,-0.5161,-0.4387,0.7511,217.96,
166,0.00849,-0.5202,-0.534,0.7547,217.27,
167,0.00848,-0.5221,-0.5071,0.7993,219.18,
168,0.00847,-0.5501,-0.5103,0.734,217.84,
169,0.00847,-0.5184,-0.4526,0.7081,217.73,
170,0.00846,-0.5522,-0.5199,0.7766,217.56,
171,0.00845,-0.5441,-0.5178,0.7809,217.2,
172,0.00844,-0.5519,-0.4909,0.7329,217.21,
173,0.00843,-0.5243,-0.4263,0.7553,217.77,
174,0.00842,-0.5348,-0.5241,0.7825,218.48,
175,0.00841,-0.5476,-0.4913,0.7688,217.93,
176,0.0084,-0.5153,-0.4727,0.79,218.7,
177,0.00839,-0.5158,-0.4964,0.7786,218.63,
178,0.00838,-0.5205,-0.4586,0.7856,217.68,0.762700021
179,0.00837,-0.552,-0.4901,0.7923,218.12,0.765600026
180,0.00836,-0.5707,-0.4936,0.7456,218.13,
181,0.00836,-0.541,-0.509,0.7397,217.91,
182,0.00835,-0.5305,-0.4659,0.6306,217.55,
183,0.00834,-0.5627,-0.4976,0.7398,217.12,
184,0.00833,-0.5578,-0.4724,0.7551,218.77,
185,0.00832,-0.545,-0.4733,0.7283,219.21,
186,0.00831,-0.555,-0.5372,0.7911,219.38,
187,0.0083,-0.575,-0.4124,0.7646,216.96,
188,0.00829,-0.5392,-0.5175,0.8124,217.16,
189,0.00828,-0.5588,-0.5169,0.7775,217.66,
190,0.00827,-0.5378,-0.4649,0.7685,217.04,
191,0.00826,-0.5667,-0.5493,0.7526,218.85,
192,0.00825,-0.5491,-0.4591,0.7812,217.3,
193,0.00824,-0.5217,-0.4947,0.775,216.62,
194,0.00824,-0.5163,-0.4634,0.803,218.9,0.767400026
195,0.00823,-0.5513,-0.4786,0.7224,217.41,
196,0.00822,-0.5663,-0.5371,0.7817,219.37,
197,0.00821,-0.5495,-0.4845,0.7805,217.34,
198,0.0082,-0.5631,-0.5609,0.8046,218.43,0.770200014
199,0.00819,-0.5418,-0.4643,0.7138,218.45,
200,0.00818,-0.5863,-0.5508,0.8202,217.91,
201,0.00817,-0.5593,-0.517,0.726,217.29,
202,0.00816,-0.5443,-0.5171,0.7834,218.73,
203,0.00815,-0.5323,-0.4294,0.7054,217.63,
204,0.00814,-0.57,-0.4719,0.7632,218.88,
205,0.00813,-0.5271,-0.4748,0.7309,217.55,
206,0.00813,-0.529,-0.5323,0.8185,219.1,
207,0.00812,-0.5563,-0.4821,0.8077,217.93,
208,0.00811,-0.5412,-0.5065,0.7937,219.27,0.771200001
209,0.0081,-0.5559,-0.5571,0.8206,218.79,0.776199996
210,0.00809,-0.5674,-0.481,0.741,217.52,
211,0.00808,-0.553,-0.4932,0.7829,218.77,
212,0.00807,-0.5493,-0.5024,0.789,218.76,
213,0.00806,-0.5768,-0.4928,0.7654,218.85,
214,0.00805,-0.5411,-0.4774,0.7495,218.51,
215,0.00804,-0.5294,-0.4509,0.7642,219.68,
216,0.00803,-0.5563,-0.5346,0.7968,218.21,
217,0.00802,-0.5584,-0.5199,0.7981,218.26,
218,0.00801,-0.5435,-0.5284,0.7778,217.43,0.776199996
219,0.00801,-0.5544,-0.5419,0.7657,218.82,
220,0.008,-0.5646,-0.5088,0.7697,218.6,
221,0.00799,-0.5673,-0.4949,0.7274,219.26,
222,0.00798,-0.5625,-0.4883,0.6163,219.49,
223,0.00797,-0.5733,-0.4866,0.7809,218.13,
224,0.00796,-0.5699,-0.4528,0.727,217.24,
225,0.00795,-0.5737,-0.4866,0.6941,218.12,
226,0.00794,-0.5182,-0.5215,0.8258,218.84,
227,0.00793,-0.555,-0.5144,0.7443,217.44,
228,0.00792,-0.5483,-0.4789,0.7654,217.01,
229,0.00791,-0.5567,-0.4795,0.778,218.37,
230,0.0079,-0.5785,-0.5336,0.78,217.8,
231,0.00789,-0.5654,-0.5174,0.8351,219.84,
232,0.00789,-0.5599,-0.5918,0.8224,217.32,
233,0.00788,-0.5702,-0.5243,0.768,219.55,
234,0.00787,-0.579,-0.5779,0.7779,219.52,
235,0.00786,-0.5725,-0.4482,0.7017,219.04,
236,0.00785,-0.5645,-0.4533,0.6776,218.43,
237,0.00784,-0.5648,-0.4784,0.7942,217.57,
238,0.00783,-0.5656,-0.4527,0.7836,218.01,
239,0.00782,-0.5569,-0.513,0.7655,217.46,
240,0.00781,-0.5289,-0.467,0.7584,219.55,
241,0.0078,-0.5383,-0.4735,0.7516,218.52,
242,0.00779,-0.5519,-0.5237,0.7719,220.15,
243,0.00778,-0.5602,-0.4416,0.7635,217.59,
244,0.00777,-0.5766,-0.5305,0.8012,219.15,
245,0.00777,-0.579,-0.4908,0.7584,219.12,
246,0.00776,-0.5579,-0.541,0.7982,218.13,
247,0.00775,-0.5704,-0.6183,0.822,218.07,
248,0.00774,-0.5849,-0.5441,0.7492,218.35,
249,0.00773,-0.5676,-0.5322,0.7688,219.04,
250,0.00772,-0.5413,-0.4725,0.7616,217.73,
251,0.00771,-0.5332,-0.4464,0.7633,218.9,
252,0.0077,-0.5527,-0.5406,0.7534,218.1,
253,0.00769,-0.5612,-0.5196,0.7226,218.66,
254,0.00768,-0.5585,-0.5112,0.7982,219.01,
255,0.00767,-0.5682,-0.5785,0.811,218.16,
256,0.00766,-0.5669,-0.4919,0.7265,217.71,
257,0.00765,-0.5414,-0.5303,0.7834,218.12,
258,0.00764,-0.5756,-0.5246,0.7659,217.46,
259,0.00764,-0.5418,-0.5193,0.7702,220.07,
260,0.00763,-0.5734,-0.5355,0.7949,217.9,
261,0.00762,-0.5426,-0.5014,0.7366,219.15,
262,0.00761,-0.5613,-0.4845,0.7754,221.01,
263,0.0076,-0.5526,-0.57,0.7944,219.12,
264,0.00759,-0.55,-0.5712,0.7639,218.01,
265,0.00758,-0.5574,-0.5116,0.7819,218.24,
266,0.00757,-0.5658,-0.5381,0.7665,219.15,
267,0.00756,-0.5471,-0.5141,0.7936,217.96,
268,0.00755,-0.5479,-0.5216,0.8164,218.68,0.77759999
269,0.00754,-0.5445,-0.5049,0.8121,218.51,0.781000018
270,0.00753,-0.5473,-0.4563,0.7656,219.38,
271,0.00752,-0.5583,-0.486,0.7801,218.96,
272,0.00751,-0.5561,-0.5539,0.7951,219.46,0.781099975
273,0.00751,-0.5578,-0.4528,0.7325,218.32,
274,0.0075,-0.5281,-0.444,0.7089,217.93,
275,0.00749,-0.5203,-0.5329,0.8227,217.93,
276,0.00748,-0.5401,-0.494,0.7414,218.38,
277,0.00747,-0.5651,-0.5208,0.7844,218.54,
278,0.00746,-0.5818,-0.5417,0.745,220.38,
279,0.00745,-0.5674,-0.5559,0.7976,217.9,
280,0.00744,-0.5868,-0.5544,0.8015,220.55,
281,0.00743,-0.5901,-0.5471,0.7932,217.49,
282,0.00742,-0.5669,-0.4633,0.7799,219.07,
283,0.00741,-0.5463,-0.4754,0.7945,217.99,
284,0.0074,-0.5831,-0.5338,0.7926,220.16,
285,0.00739,-0.5403,-0.5024,0.7582,219.32,
286,0.00738,-0.5424,-0.5683,0.8103,219.29,0.781599998
287,0.00738,-0.5608,-0.4614,0.7862,219.38,0.782100022
288,0.00462,-0.5581,-0.5444,0.824,230.45,0.786300004
289,0.0046,-0.5985,-0.5873,0.8309,215.84,0.790700018
290,0.00458,-0.6056,-0.5227,0.7252,218,
291,0.00456,-0.6012,-0.5685,0.8049,216.9,
292,0.00454,-0.5994,-0.5435,0.7406,217.25,
293,0.00452,-0.6022,-0.5172,0.7842,221.79,
294,0.0045,-0.6123,-0.5436,0.7998,216.21,
295,0.00448,-0.6001,-0.5377,0.7547,215.57,
296,0.00446,-0.5993,-0.5189,0.8175,215.7,
297,0.00444,-0.584,-0.5276,0.7881,215.82,
298,0.00442,-0.5848,-0.5695,0.7883,215.64,
299,0.0044,-0.5998,-0.5303,0.7795,215.65,
300,0.00438,-0.5865,-0.4672,0.6732,215.63,
301,0.00436,-0.6033,-0.5617,0.8179,215.59,
302,0.00434,-0.5847,-0.5354,0.7522,215.88,
303,0.00432,-0.5978,-0.5089,0.7801,216.02,
304,0.0043,-0.5867,-0.5752,0.7755,215.93,
305,0.00429,-0.6044,-0.5417,0.8051,215.79,
306,0.00427,-0.6131,-0.5284,0.7803,216.35,
307,0.00425,-0.573,-0.508,0.7845,216.15,
308,0.00423,-0.587,-0.4859,0.7411,216.43,
309,0.00421,-0.5923,-0.5303,0.7639,215.9,
310,0.00419,-0.5972,-0.5826,0.8555,216.07,
311,0.00417,-0.5889,-0.5302,0.8156,216.46,
312,0.00415,-0.6032,-0.5674,0.8299,217.98,
313,0.00413,-0.5939,-0.4886,0.7,223.81,
314,0.00411,-0.6036,-0.5646,0.8118,220.51,
315,0.00409,-0.6264,-0.5703,0.7941,219.48,
316,0.00407,-0.6313,-0.5318,0.7974,220.43,
317,0.00405,-0.5925,-0.58,0.8548,219.4,0.793299973
318,0.00403,-0.5821,-0.5703,0.8175,222.62,0.795700014
319,0.00401,-0.6188,-0.5963,0.813,220.35,0.797500014
320,0.00399,-0.5773,-0.5405,0.8043,217.46,0.798099995
321,0.00397,-0.6085,-0.5768,0.8101,219.52,0.799300015
322,0.00395,-0.5985,-0.5705,0.7861,218.96,
323,0.00393,-0.6183,-0.6041,0.8044,218.77,
324,0.00391,-0.6178,-0.5267,0.7959,220.35,
325,0.00389,-0.5822,-0.5757,0.7685,218.96,
326,0.00387,-0.5859,-0.5603,0.8485,220.82,0.800700009
327,0.00385,-0.5854,-0.5548,0.7908,219.73,
328,0.00383,-0.6048,-0.5269,0.7908,218.74,
329,0.00381,-0.6115,-0.5646,0.8057,218.45,
330,0.00379,-0.5696,-0.5908,0.8018,221.62,
331,0.00377,-0.5963,-0.5204,0.7707,221.18,
332,0.00375,-0.5959,-0.5498,0.7727,219.88,
333,0.00373,-0.5906,-0.5677,0.8376,221.78,
334,0.00371,-0.6028,-0.5685,0.7949,219.2,
335,0.00369,-0.6102,-0.5446,0.8122,221.32,
336,0.00367,-0.6113,-0.5696,0.8262,223.49,0.802399993
337,0.00365,-0.628,-0.5393,0.7733,221.79,
338,0.00363,-0.5936,-0.5384,0.7876,220.88,
339,0.00361,-0.6223,-0.5727,0.8406,221.83,0.80250001
340,0.00359,-0.5922,-0.5838,0.7923,220.65,
341,0.00357,-0.6176,-0.5231,0.7705,219.82,
342,0.00355,-0.5944,-0.513,0.7955,222.18,
343,0.00353,-0.5928,-0.5566,0.8448,220.32,0.8028
344,0.00351,-0.5879,-0.5477,0.8045,221.29,0.802999973
345,0.00349,-0.6026,-0.527,0.7617,220.35,
346,0.00346,-0.6122,-0.5678,0.773,220.45,
347,0.00344,-0.6108,-0.55,0.7516,221.16,
348,0.00342,-0.5945,-0.5771,0.8409,221.46,
349,0.0034,-0.6154,-0.5623,0.7953,223.7,
350,0.00338,-0.612,-0.5075,0.7086,221.85,
351,0.00336,-0.6138,-0.5688,0.7782,221.74,
352,0.00334,-0.6307,-0.5924,0.8426,221.46,
353,0.00332,-0.5982,-0.5922,0.7518,222.3,
354,0.0033,-0.6176,-0.5874,0.8356,220.59,
355,0.00328,-0.6147,-0.6108,0.8129,221.24,
356,0.00326,-0.6138,-0.5281,0.8074,223.08,
357,0.00324,-0.6096,-0.5381,0.8099,223.96,
358,0.00322,-0.6174,-0.558,0.7845,222.16,
359,0.0032,-0.5975,-0.5488,0.82,221.83,
360,0.00318,-0.6034,-0.5632,0.8053,219.57,
361,0.00316,-0.6278,-0.5404,0.8131,222.26,
362,0.00314,-0.6142,-0.563,0.8224,219.81,
363,0.00312,-0.5904,-0.5751,0.8171,222.46,0.80430001
364,0.0031,-0.6115,-0.5079,0.7613,220.02,
365,0.00308,-0.6235,-0.5684,0.7973,222.84,
366,0.00306,-0.6202,-0.6389,0.8524,220.82,0.805000007
367,0.00304,-0.6322,-0.5216,0.7907,223.15,
368,0.00302,-0.6346,-0.587,0.7936,220.98,
369,0.003,-0.611,-0.5653,0.8252,220.43,
370,0.00297,-0.6315,-0.5627,0.7821,221.51,
371,0.00295,-0.6277,-0.5479,0.7823,222.19,
372,0.00293,-0.6121,-0.5426,0.8195,220.3,
373,0.00291,-0.6279,-0.5684,0.8103,221.41,
374,0.00289,-0.6484,-0.5421,0.8158,222.84,
375,0.00287,-0.6178,-0.5176,0.7252,224.27,
376,0.00285,-0.625,-0.508,0.7475,221.29,
377,0.00283,-0.6047,-0.5798,0.8303,220.39,
378,0.00281,-0.6055,-0.5125,0.8031,223.59,
379,0.00279,-0.6261,-0.5812,0.812,221.37,
380,0.00277,-0.6217,-0.5796,0.8094,220.88,
381,0.00275,-0.6141,-0.6095,0.8365,223.58,
382,0.00273,-0.6274,-0.5863,0.8094,221.51,
383,0.00271,-0.6461,-0.5385,0.7674,222.64,
384,0.00268,-0.6196,-0.5476,0.833,222.94,
385,0.00266,-0.6278,-0.5322,0.7858,223.85,
386,0.00264,-0.6143,-0.5273,0.8019,223.38,
387,0.00262,-0.6073,-0.5346,0.7804,224.46,
388,0.0026,-0.6163,-0.602,0.8237,223.54,
389,0.00258,-0.6363,-0.587,0.8233,222.19,
390,0.00256,-0.636,-0.5948,0.8435,223.43,0.807900012
391,0.00254,-0.641,-0.5754,0.8445,222.09,0.811500013
392,0.00252,-0.6129,-0.6207,0.8415,224.35,0.814499974
393,0.0025,-0.6194,-0.5935,0.801,220.42,
394,0.00248,-0.6333,-0.5991,0.8287,221.89,0.814700007
395,0.00245,-0.6226,-0.4876,0.8202,224,0.815299988
396,0.00243,-0.6208,-0.5986,0.814,220.57,
397,0.00241,-0.6249,-0.5663,0.7971,223.47,
398,0.00239,-0.6377,-0.5604,0.7754,222.1,
399,0.00237,-0.6314,-0.5228,0.7759,225.68,
400,0.00235,-0.6294,-0.6327,0.8284,222.72,
401,0.00233,-0.609,-0.5558,0.769,224.06,
402,0.00231,-0.6207,-0.6073,0.8058,223.95,
403,0.00229,-0.6283,-0.5353,0.8063,220.79,
404,0.00226,-0.6433,-0.5928,0.7814,224.23,
405,0.00224,-0.6197,-0.5492,0.7361,223.55,
406,0.00222,-0.6069,-0.5764,0.8268,222.87,
407,0.0022,-0.6391,-0.5617,0.8375,220.94,
408,0.00218,-0.628,-0.5458,0.7982,224.87,
409,0.00216,-0.6206,-0.5608,0.8085,220.85,
410,0.00214,-0.6302,-0.5482,0.8252,224.71,
411,0.00212,-0.6199,-0.594,0.8278,223.16,
412,0.00209,-0.6131,-0.5772,0.8226,222.55,
413,0.00207,-0.6349,-0.5646,0.8333,222.97,
414,0.00205,-0.6302,-0.589,0.775,223.4,
415,0.00203,-0.6282,-0.5473,0.7379,220.63,
416,0.00201,-0.6281,-0.5492,0.7373,221.69,
417,0.00199,-0.6326,-0.5339,0.8048,221.59,
418,0.00196,-0.6338,-0.5699,0.8376,223.65,
419,0.00194,-0.6483,-0.5791,0.8228,222.74,
420,0.00192,-0.6336,-0.6006,0.8313,223.65,
421,0.0019,-0.6362,-0.5644,0.8089,220.54,
422,0.00188,-0.6247,-0.5497,0.7665,223.61,
423,0.00186,-0.641,-0.5616,0.7934,223.49,
424,0.00184,-0.635,-0.5533,0.8179,221.54,
425,0.00181,-0.6518,-0.5304,0.8029,224.25,
426,0.00179,-0.6361,-0.5858,0.8109,224.19,
427,0.00177,-0.6271,-0.5737,0.8011,222.88,
428,0.00175,-0.6414,-0.5486,0.8378,222.82,
429,0.00173,-0.6258,-0.5713,0.8398,222.44,
430,0.0017,-0.6106,-0.6418,0.85,223.02,
431,0.00168,-0.637,-0.5371,0.8358,223.8,0.816100001
432,0.00166,-0.646,-0.599,0.8037,222.23,
433,0.00164,-0.6376,-0.5227,0.7822,221.88,
434,0.00162,-0.6399,-0.6083,0.847,221.86,
435,0.00159,-0.6418,-0.6339,0.8503,223.84,0.818599999
436,0.00157,-0.6412,-0.6018,0.8294,224.8,0.819700003
437,0.00155,-0.6246,-0.6284,0.8174,223.8,
438,0.00153,-0.6386,-0.5995,0.8299,225.62,0.820500016
439,0.00151,-0.6422,-0.6007,0.8349,223.6,0.822000027
440,0.00148,-0.6501,-0.5789,0.7649,223.43,
441,0.00146,-0.631,-0.595,0.8292,223.16,
442,0.00144,-0.6478,-0.6079,0.8199,224.09,
443,0.00142,-0.6481,-0.5677,0.806,224.51,
444,0.00139,-0.6524,-0.652,0.832,222.24,
445,0.00137,-0.6223,-0.584,0.8365,223.38,
446,0.00135,-0.6603,-0.6252,0.8328,220.96,
447,0.00133,-0.6261,-0.5821,0.8166,225.39,
448,0.0013,-0.6411,-0.631,0.8409,221.85,0.822799981
449,0.00128,-0.6587,-0.5568,0.7447,224.48,
450,0.00126,-0.6526,-0.5333,0.8224,225.08,
451,0.00124,-0.6762,-0.5787,0.8157,224.62,
452,0.00121,-0.661,-0.6113,0.7501,223.73,
453,0.00119,-0.6541,-0.5986,0.8355,223.13,
454,0.00117,-0.6472,-0.5325,0.8056,224.22,
455,0.00115,-0.6704,-0.5677,0.7744,223.55,
456,0.00112,-0.6212,-0.5373,0.8377,224.46,
457,0.0011,-0.6595,-0.526,0.7624,222.41,
458,0.00108,-0.6423,-0.5987,0.8173,225.1,
459,0.00105,-0.6439,-0.5742,0.7766,221.29,
460,0.00103,-0.6558,-0.6218,0.815,224.51,
461,0.00101,-0.6398,-0.5999,0.8191,222.85,
462,0.00098,-0.6593,-0.5826,0.8172,225.13,
463,0.00096,-0.6548,-0.5634,0.812,222.51,
464,0.00094,-0.6493,-0.5489,0.7637,223.1,
465,0.00091,-0.6681,-0.6014,0.8103,221,
466,0.00089,-0.6754,-0.5675,0.7735,224.1,
