epoch,train_loss,val_loss,mean_fg_dice,ema_fg_dice,lr,epoch_time_s
0,0.062190838158130646,0.030056126415729523,0.1418568342924118,0.1418568342924118,0.01,315.62575244903564
1,-0.09403878450393677,-0.08319037407636642,0.34528568387031555,0.1621997207403183,0.009987999199608615,307.27887892723083
2,-0.17747844755649567,-0.18666912615299225,0.49882829189300537,0.1958625763654709,0.009975996796866723,307.71735548973083
3,-0.2036384642124176,-0.2479555457830429,0.6313390731811523,0.23941022157669067,0.00996399278941777,309.0141005516052
4,-0.2371039092540741,-0.2332208752632141,0.5833532214164734,0.27380451560020447,0.00995198717489857,309.372403383255
5,-0.2821896970272064,-0.2718210220336914,0.5645720362663269,0.30288127064704895,0.009939979950939289,308.12458300590515
6,-0.3043554723262787,-0.32855576276779175,0.6467846035957336,0.3372716009616852,0.009927971115163414,308.01312804222107
7,-0.34053248167037964,-0.3544883728027344,0.681145966053009,0.3716590404510498,0.00991596066518772,308.79534459114075
8,-0.314365029335022,-0.2840963900089264,0.5929378867149353,0.3937869071960449,0.009903948598622246,308.2317953109741
9,-0.38832417130470276,-0.3320164978504181,0.5899034142494202,0.41339853405952454,0.00989193491307027,309.2796721458435
10,-0.37644824385643005,-0.3726615607738495,0.6770987510681152,0.43976855278015137,0.009879919606128272,309.05965304374695
11,-0.3669562339782715,-0.38978877663612366,0.706476628780365,0.4664393365383148,0.009867902675385912,309.2484383583069
12,-0.3843602240085602,-0.3628818392753601,0.7184017300605774,0.4916355609893799,0.009855884118426006,308.4193298816681
13,-0.3921874165534973,-0.33422890305519104,0.652248740196228,0.5076968669891357,0.009843863932824482,310.5139389038086
14,-0.4051491916179657,-0.3867262303829193,0.6859784722328186,0.5255250334739685,0.009831842116150367,308.6229109764099
15,-0.41342437267303467,-0.3883892893791199,0.6728700399398804,0.5402595400810242,0.009819818665965752,309.32656049728394
16,-0.4244396984577179,-0.37246933579444885,0.7215028405189514,0.5583838224411011,0.009807793579825757,310.1692304611206
17,-0.42433521151542664,-0.3799269199371338,0.7020875215530396,0.5727541446685791,0.00979576685527851,309.8720943927765
18,-0.39958110451698303,-0.388670414686203,0.659548819065094,0.5814335942268372,0.009783738489865112,310.57641530036926
19,-0.44929054379463196,-0.3881143629550934,0.7197384238243103,0.5952640771865845,0.009771708481119613,310.10666155815125
20,-0.44166988134384155,-0.3936826288700104,0.6373065114021301,0.5994682908058167,0.009759676826568975,309.84210777282715
21,-0.4476467967033386,-0.40367594361305237,0.7703505158424377,0.6165565252304077,0.009747643523733043,310.12234139442444
22,-0.4530389606952667,-0.46227601170539856,0.7510167360305786,0.6300025582313538,0.009735608570124525,309.17033219337463
23,-0.4614273011684418,-0.35834625363349915,0.5575418472290039,0.6227564811706543,0.009723571963248948,308.66931533813477
24,-0.45160186290740967,-0.39499878883361816,0.7450682520866394,0.6349876523017883,0.009711533700604631,309.48279786109924
25,-0.4566156566143036,-0.36507824063301086,0.720802366733551,0.6435691118240356,0.009699493779682662,309.05998826026917
26,-0.43244391679763794,-0.40231409668922424,0.7397456169128418,0.6531867384910583,0.009687452197966857,309.32656383514404
27,-0.4716830551624298,-0.4297989010810852,0.6586291790008545,0.6537309288978577,0.009675408952933734,309.48175525665283
28,-0.45140892267227173,-0.3933711647987366,0.6945846080780029,0.6578162908554077,0.009663364042052484,309.0609679222107
29,-0.47031885385513306,-0.46382132172584534,0.7971539497375488,0.671750009059906,0.009651317462784931,311.48153710365295
30,-0.4954874813556671,-0.42094653844833374,0.6829890608787537,0.672873854637146,0.009639269212585509,310.5295305252075
31,-0.49869269132614136,-0.4449306130409241,0.7352228164672852,0.679108738899231,0.009627219288901229,310.4034879207611
32,-0.49778497219085693,-0.45595377683639526,0.7436045408248901,0.6855582594871521,0.00961516768917164,310.02848386764526
33,-0.4800594449043274,-0.44530701637268066,0.7358241081237793,0.6905848383903503,0.009603114410828804,310.904550075531
34,-0.4834749102592468,-0.4524405598640442,0.7340053915977478,0.694926917552948,0.009591059451297264,309.95043683052063
35,-0.4833112061023712,-0.4491162896156311,0.78140789270401,0.7035750150680542,0.009579002807994003,310.49829626083374
36,-0.4947015941143036,-0.47005707025527954,0.7821609973907471,0.7114335894584656,0.009566944478328421,309.10675573349
37,-0.4806256592273712,-0.38319316506385803,0.6496579647064209,0.7052559852600098,0.009554884459702298,311.05335879325867
38,-0.48446622490882874,-0.425789475440979,0.7075415849685669,0.7054845690727234,0.009542822749509761,310.9559395313263
39,-0.5076574087142944,-0.4518240690231323,0.747589647769928,0.709695041179657,0.009530759345137247,312.7556653022766
40,-0.4726504683494568,-0.45417624711990356,0.7308166027069092,0.7118071913719177,0.009518694243963476,310.63786268234253
41,-0.4942600131034851,-0.47003373503685,0.7727656960487366,0.7179030179977417,0.009506627443359417,309.84212946891785
42,-0.5007117390632629,-0.44773632287979126,0.6945037841796875,0.7155630588531494,0.009494558940688246,310.73163771629333
43,-0.5045326352119446,-0.44255775213241577,0.7476767301559448,0.7187743782997131,0.009482488733305322,309.81088304519653
44,-0.49397027492523193,-0.4805262088775635,0.7102957367897034,0.7179265022277832,0.009470416818558144,310.49725914001465
45,-0.4684426188468933,-0.44315066933631897,0.7050086855888367,0.7166346907615662,0.009458343193786321,310.7315855026245
46,-0.49969053268432617,-0.5210688710212708,0.781306266784668,0.723101794719696,0.009446267856321543,311.93565607070923
47,-0.5168594717979431,-0.48122692108154297,0.7635054588317871,0.7271421551704407,0.009434190803487532,311.65340757369995
48,-0.4997972548007965,-0.475555419921875,0.763559877872467,0.7307839393615723,0.009422112032600018,310.6857693195343
49,-0.5121467709541321,-0.4205555319786072,0.7645273208618164,0.7341582775115967,0.009410031540966705,311.59089159965515
50,-0.533223032951355,-0.48790794610977173,0.7926508784294128,0.7400075197219849,0.009397949325887223,310.513947725296
51,-0.508503258228302,-0.4365032911300659,0.7597190141677856,0.741978645324707,0.009385865384653105,310.3410692214966
52,-0.5284463167190552,-0.4230678081512451,0.7349388003349304,0.7412746548652649,0.009373779714547744,311.74815607070923
