epoch,train_loss,val_loss,mean_fg_dice,ema_fg_dice,lr,epoch_time_s,instance_alpha,instance_raw_loss
0,-0.4339428246021271,-0.48844367265701294,0.7637421488761902,0.7637421488761902,0.01,250.07535552978516,0.06,0.7773886919021606
1,-0.39538684487342834,-0.370697557926178,0.7201557755470276,0.759383499622345,0.00996399278941777,237.93541598320007,0.12,0.5852304697036743
2,-0.32897302508354187,-0.3747445046901703,0.7916245460510254,0.7626076340675354,0.009927971115163414,238.44019627571106,0.18,0.19034138321876526
3,-0.2948504686355591,-0.4283114969730377,0.8151161074638367,0.7678584456443787,0.00989193491307027,238.43242835998535,0.24,0.45126867294311523
4,-0.26306769251823425,-0.3130185306072235,0.7642339468002319,0.7674959897994995,0.009855884118426006,238.5888545513153,0.3,0.7812632918357849
5,-0.18089990317821503,-0.24434761703014374,0.7412840127944946,0.7648747563362122,0.009819818665965752,238.98533821105957,0.36,0.22466441988945007
6,-0.16164013743400574,-0.1839539110660553,0.680982232093811,0.7564855217933655,0.009783738489865112,238.0108926296234,0.42,0.6265064477920532
7,-0.11293557286262512,-0.2241540402173996,0.7638819217681885,0.7572251558303833,0.009747643523733043,238.44922995567322,0.48,0.5586766004562378
8,-0.10544666647911072,-0.21604762971401215,0.7893162369728088,0.7604342699050903,0.009711533700604631,238.83696007728577,0.54,0.5736225843429565
9,-0.04119450971484184,-0.06729377061128616,0.7163918018341064,0.7560300230979919,0.009675408952933734,237.07845067977905,0.6,0.7715358734130859
10,-0.09043409675359726,-0.17955084145069122,0.8127263784408569,0.7616996765136719,0.009639269212585509,238.21001887321472,0.6,0.29303884506225586
11,-0.10638534277677536,-0.16532211005687714,0.7760920524597168,0.7631388902664185,0.009603114410828804,238.55324530601501,0.6,0.612550675868988
12,-0.09744874387979507,-0.10034295916557312,0.7654032707214355,0.7633653283119202,0.009566944478328421,238.44227194786072,0.6,0.6972813606262207
13,-0.057871825993061066,-0.12931331992149353,0.7825464010238647,0.7652834057807922,0.009530759345137247,237.74034881591797,0.6,0.7008370757102966
14,-0.0918000116944313,-0.039966728538274765,0.7129318714141846,0.7600482106208801,0.009494558940688246,237.1411316394806,0.6,0.42424312233924866
15,-0.10843957960605621,-0.1837107092142105,0.7923542261123657,0.7632787823677063,0.009458343193786321,237.99767565727234,0.6,0.9236791729927063
16,-0.14004185795783997,-0.15675821900367737,0.8114414215087891,0.7680950164794922,0.009422112032600018,238.94334435462952,0.6,0.8737114667892456
17,-0.09882324188947678,-0.08763726055622101,0.7522054314613342,0.766506016254425,0.009385865384653105,238.82541966438293,0.6,0.517893373966217
18,-0.051205772906541824,-0.16883718967437744,0.779466986656189,0.7678021192550659,0.009349603176815975,238.27216935157776,0.6,0.45767831802368164
19,-0.11216627806425095,-0.22807641327381134,0.7434455752372742,0.7653664350509644,0.009313325335296928,238.01742935180664,0.6,0.5106910467147827
20,-0.15675804018974304,-0.18366336822509766,0.7905923128128052,0.7678890228271484,0.009277031785633282,237.55284023284912,0.6,0.769485592842102
21,-0.13745447993278503,-0.1966327279806137,0.7841646075248718,0.7695165872573853,0.00924072245268232,238.61443400382996,0.6,0.9999775290489197
22,-0.14846041798591614,-0.22064808011054993,0.7843757271766663,0.771002471446991,0.009204397260612089,238.598397731781,0.6,0.8623310327529907
23,-0.15579351782798767,-0.19310598075389862,0.7650768160820007,0.770409882068634,0.009168056132892021,238.14449048042297,0.6,0.7743189334869385
24,-0.13740050792694092,-0.2048417627811432,0.7902693748474121,0.7723957896232605,0.009131698992283397,237.26832032203674,0.6,0.1448546051979065
25,-0.11215703189373016,-0.1612086147069931,0.7685001492500305,0.7720062136650085,0.009095325760829623,237.47475838661194,0.6,0.1811234951019287
26,-0.12157316505908966,-0.16827258467674255,0.7919636368751526,0.774001955986023,0.009058936359846346,237.59885263442993,0.6,0.8087482452392578
27,-0.1324235200881958,-0.16420236229896545,0.7884219288825989,0.7754439115524292,0.009022530709911372,237.59421682357788,0.6,0.711112380027771
28,-0.1311315894126892,-0.14344418048858643,0.7836146354675293,0.7762609720230103,0.008986108730854411,238.29970693588257,0.6,0.38192856311798096
29,-0.1477312445640564,-0.275984525680542,0.8377490043640137,0.7824097871780396,0.008949670341746629,237.60732769966125,0.6,0.5262516736984253
30,-0.1752517968416214,-0.16726018488407135,0.7867178320884705,0.7828406095504761,0.00891321546089,238.04398655891418,0.6,0.8668736219406128
31,-0.13046082854270935,-0.23107276856899261,0.7678960561752319,0.7813461422920227,0.008876744005806469,238.22353148460388,0.6,0.7799715399742126
32,-0.1185760572552681,-0.27327030897140503,0.8288751840591431,0.7860990166664124,0.008840255893226907,238.17780923843384,0.6,0.7699254751205444
33,-0.12298170477151871,-0.1915082037448883,0.7618903517723083,0.7836781144142151,0.008803751039079861,237.8158299922943,0.6,0.6538451313972473
34,-0.1251055747270584,-0.23907214403152466,0.7871187329292297,0.7840221524238586,0.008767229358480086,238.63528203964233,0.6,0.4236001670360565
35,-0.13712626695632935,-0.19830122590065002,0.7959241271018982,0.7852123379707336,0.00873069076571686,237.8484354019165,0.6,0.5591467618942261
36,-0.15319928526878357,-0.14866840839385986,0.758973240852356,0.7825884222984314,0.008694135174242088,238.07094955444336,0.6,0.421987920999527
37,-0.1447112262248993,-0.2752392888069153,0.8229807019233704,0.7866276502609253,0.008657562496658165,237.50720310211182,0.6,0.6611461639404297
38,-0.14613625407218933,-0.19911479949951172,0.7787082195281982,0.7858356833457947,0.008620972644705602,238.26549220085144,0.6,0.7341868281364441
39,-0.16972476243972778,-0.23424766957759857,0.845780074596405,0.7918300628662109,0.00858436552925043,237.8142032623291,0.6,0.470671147108078
40,-0.1663818359375,-0.17536622285842896,0.7777244448661804,0.7904194593429565,0.008547741060271343,237.20078468322754,0.6,0.7674641609191895
41,-0.1556435227394104,-0.2475123554468155,0.8013539910316467,0.7915129065513611,0.008511099146846599,237.4524154663086,0.6,0.46464166045188904
42,-0.17396508157253265,-0.22883708775043488,0.8085482120513916,0.7932164072990417,0.008474439697140658,238.14652705192566,0.6,0.22595030069351196
43,-0.18751221895217896,-0.2642044723033905,0.8063737154006958,0.7945321202278137,0.008437762618390562,237.1690776348114,0.6,0.5630939602851868
44,-0.17259275913238525,-0.18642570078372955,0.7870298027992249,0.7937818765640259,0.00840106781689204,237.92783308029175,0.6,0.3940659463405609
45,-0.17300313711166382,-0.1266024261713028,0.7408543825149536,0.7884891033172607,0.008364355197985339,237.56849026679993,0.6,0.5213857293128967
46,-0.12151646614074707,-0.14235083758831024,0.7461639046669006,0.7842565178871155,0.00832762466604078,238.92609238624573,0.6,0.42951086163520813
47,-0.15702106058597565,-0.1931322067975998,0.7632415294647217,0.7821550369262695,0.008290876124443998,239.6619861125946,0.6,0.47284743189811707
48,-0.12094654887914658,-0.2017078399658203,0.7942655682563782,0.7833660840988159,0.00825410947558092,239.40668082237244,0.6,0.15737274289131165
49,-0.18520382046699524,-0.24161800742149353,0.7875303030014038,0.7837824821472168,0.008217324620822402,237.96909546852112,0.6,0.5221121907234192
50,-0.1459534466266632,-0.1939915269613266,0.7739543318748474,0.7827996611595154,0.008180521460508584,238.8964786529541,0.6,0.6098611354827881
51,-0.19358773529529572,-0.27143344283103943,0.7978782057762146,0.7843074798583984,0.008143699893932899,238.99321174621582,0.6,0.8145874738693237
52,-0.1539652794599533,-0.22574886679649353,0.8096968531608582,0.786846399307251,0.00810685981932577,236.53800225257874,0.6,0.4758835434913635
53,-0.19244714081287384,-0.2678292393684387,0.8275917768478394,0.7909209132194519,0.008070001133837955,238.05836009979248,0.6,0.8365683555603027
54,-0.19140459597110748,-0.1504126787185669,0.7268479466438293,0.7845135927200317,0.008033123733523561,238.15734815597534,0.6,0.9195066690444946
55,-0.19730056822299957,-0.18945221602916718,0.7832514643669128,0.7843873500823975,0.007996227513322693,238.1611189842224,0.6,0.859599232673645
56,-0.18258307874202728,-0.19461177289485931,0.7529089450836182,0.7812395095825195,0.00795931236704373,237.55115675926208,0.6,0.8923792839050293
57,-0.13082043826580048,-0.1779920756816864,0.7886672019958496,0.7819822430610657,0.00792237818734525,237.55287504196167,0.6,0.8565455675125122
58,-0.17488324642181396,-0.2535424530506134,0.8242152333259583,0.786205530166626,0.007885424865717545,238.17656779289246,0.6,0.5301334857940674
59,-0.1718524545431137,-0.24108768999576569,0.7959055304527283,0.7871755361557007,0.007848452292463757,238.27361512184143,0.6,0.3450518548488617
60,-0.21826833486557007,-0.16308926045894623,0.8118290305137634,0.7896408438682556,0.007811460356680608,237.2904670238495,0.6,0.2633649408817291
61,-0.21672603487968445,-0.22549961507320404,0.820988655090332,0.792775571346283,0.007774448946238706,236.61447858810425,0.6,0.6490085124969482
62,-0.19926196336746216,-0.2826632261276245,0.8089077472686768,0.7943887710571289,0.007737417947762429,237.78722167015076,0.6,0.4426417946815491
63,-0.16891168057918549,-0.23410367965698242,0.7836471199989319,0.7933145761489868,0.007700367246609374,238.3174364566803,0.6,0.7709106206893921
64,-0.16854102909564972,-0.1790398359298706,0.8326696753501892,0.7972500920295715,0.007663296726849344,237.2596616744995,0.6,0.5006494522094727
65,-0.18323643505573273,-0.27100956439971924,0.8181073665618896,0.799335777759552,0.007626206271242884,237.39559674263,0.6,0.26061543822288513
66,-0.19805572926998138,-0.26519644260406494,0.8174912929534912,0.8011513352394104,0.007589095761219332,237.68641448020935,0.6,0.5805250406265259
67,-0.20474863052368164,-0.16127759218215942,0.7340108752250671,0.7944372892379761,0.0075519650768543925,238.25043082237244,0.6,0.7249051332473755
