epoch,train_loss,val_loss,mean_fg_dice,ema_fg_dice,lr,epoch_time_s,instance_alpha,instance_raw_loss
0,-0.3997305929660797,-0.4004264175891876,0.6042830944061279,0.6042830944061279,0.01,244.07881546020508,0.06,0.28386443853378296
1,-0.39584726095199585,-0.40646782517433167,0.7514994144439697,0.6190047264099121,0.00996399278941777,232.65628385543823,0.12,0.1380016803741455
2,-0.31417280435562134,-0.33989718556404114,0.6257827877998352,0.6196824908256531,0.009927971115163414,231.719580411911,0.18,0.9603126049041748
3,-0.2605755627155304,-0.3487687408924103,0.7632467150688171,0.6340389251708984,0.00989193491307027,232.15681838989258,0.24,0.7484302520751953
4,-0.2548733353614807,-0.3424385190010071,0.7217996716499329,0.6428149938583374,0.009855884118426006,233.02685546875,0.3,0.8580595254898071
5,-0.26744794845581055,-0.2443520724773407,0.7775321006774902,0.6562866568565369,0.009819818665965752,232.21652793884277,0.36,0.9612981081008911
6,-0.19958490133285522,-0.12988819181919098,0.6795421838760376,0.6586121916770935,0.009783738489865112,232.83065390586853,0.42,0.840571939945221
7,-0.135665163397789,-0.16080808639526367,0.7190933227539062,0.6646602749824524,0.009747643523733043,232.2487931251526,0.48,0.5490926504135132
8,-0.12283511459827423,-0.2106178253889084,0.8012746572494507,0.6783217191696167,0.009711533700604631,232.34997940063477,0.54,0.25839143991470337
9,-0.10616642236709595,-0.06710787117481232,0.7585588693618774,0.6863454580307007,0.009675408952933734,232.2072103023529,0.6,0.41131243109703064
10,-0.029801301658153534,0.0479314811527729,0.7218665480613708,0.6898975372314453,0.009639269212585509,232.79847288131714,0.6,0.9348436594009399
11,-0.010182744823396206,-0.0875905454158783,0.7276397943496704,0.6936717629432678,0.009603114410828804,233.17198133468628,0.6,0.9495307803153992
12,-0.12562234699726105,-0.005897061433643103,0.6702198386192322,0.6913265585899353,0.009566944478328421,244.52118253707886,0.6,0.9217513799667358
13,-0.0932181105017662,-0.1590362787246704,0.7895298600196838,0.7011468410491943,0.009530759345137247,245.45879077911377,0.6,0.2710280120372772
14,-0.11222514510154724,-0.0692269578576088,0.7656601071357727,0.7075982093811035,0.009494558940688246,246.8325273990631,0.6,0.7509443163871765
15,-0.1533292531967163,-0.12776030600070953,0.7811371684074402,0.7149521112442017,0.009458343193786321,247.67997479438782,0.6,0.4258885085582733
16,-0.14148521423339844,-0.1030157208442688,0.7406473159790039,0.717521607875824,0.009422112032600018,248.2596492767334,0.6,0.7519689798355103
17,-0.06198769435286522,-0.07168741524219513,0.717694878578186,0.7175388932228088,0.009385865384653105,245.1900236606598,0.6,0.22663801908493042
18,-0.09811273217201233,-0.17226360738277435,0.7596370577812195,0.7217487096786499,0.009349603176815975,238.44323921203613,0.6,0.28195682168006897
19,-0.10178180038928986,-0.05834374576807022,0.743122935295105,0.7238860726356506,0.009313325335296928,243.7356255054474,0.6,0.5623635053634644
20,-0.10646958649158478,-0.08046068996191025,0.7309541702270508,0.7245928645133972,0.009277031785633282,244.50402355194092,0.6,0.7193847298622131
21,-0.16439981758594513,-0.21616840362548828,0.8026840686798096,0.732401967048645,0.00924072245268232,240.25577998161316,0.6,0.6348679065704346
22,-0.11263574659824371,-0.11925558000802994,0.7711929082870483,0.7362810373306274,0.009204397260612089,244.86151480674744,0.6,0.6811910271644592
23,-0.13315273821353912,-0.1343463957309723,0.7660043835639954,0.7392533421516418,0.009168056132892021,247.16080451011658,0.6,0.7892229557037354
24,-0.13501864671707153,-0.126675546169281,0.8198369145393372,0.7473116517066956,0.009131698992283397,243.85302591323853,0.6,0.5686784982681274
25,-0.17384101450443268,-0.04191209748387337,0.7635753750801086,0.7489380240440369,0.009095325760829623,245.2950689792633,0.6,0.4549638032913208
26,-0.13851992785930634,-0.16611693799495697,0.8247312903404236,0.7565172910690308,0.009058936359846346,251.9003701210022,0.6,0.7700824737548828
27,-0.16692952811717987,-0.17362160980701447,0.7980375289916992,0.7606692910194397,0.009022530709911372,248.0268096923828,0.6,0.6112098693847656
28,-0.14228405058383942,-0.1322307139635086,0.7786436676979065,0.7624666690826416,0.008986108730854411,244.5970766544342,0.6,0.99940025806427
29,-0.11329352855682373,-0.17098717391490936,0.7936854362487793,0.7655885219573975,0.008949670341746629,248.90044355392456,0.6,0.9451861381530762
