epoch,train_loss,val_loss,mean_fg_dice,ema_fg_dice,lr,epoch_time_s
0,0.053917046636343,0.051103103905916214,0.0,0.0,0.01,317.47825741767883
1,-0.011905506253242493,-0.08024977892637253,0.27041763067245483,0.027041763067245483,0.009981998198678612,305.41671419143677
2,-0.1036260724067688,-0.2081291228532791,0.48245295882225037,0.07258288562297821,0.00996399278941777,307.6131947040558
3,-0.16055065393447876,-0.27171212434768677,0.5754674077033997,0.12287133932113647,0.009945983764247315,308.74579095840454
4,-0.20972076058387756,-0.2759898602962494,0.6403325796127319,0.1746174693107605,0.009927971115163414,308.9041769504547
5,-0.2411862462759018,-0.20120196044445038,0.5045478940010071,0.20761051774024963,0.009909954834128341,310.48105120658875
6,-0.2702990770339966,-0.22440004348754883,0.5178447961807251,0.23863394558429718,0.00989193491307027,311.75277042388916
7,-0.28098633885383606,-0.3184244632720947,0.6385022401809692,0.27862077951431274,0.00987391134388305,310.12171244621277
8,-0.28696948289871216,-0.31522300839424133,0.6045145392417908,0.31121015548706055,0.009855884118426006,309.9087815284729
9,-0.3048282563686371,-0.34755954146385193,0.6620098352432251,0.34629011154174805,0.009837853228523706,309.5592403411865
10,-0.33025482296943665,-0.38214653730392456,0.6983177065849304,0.38149285316467285,0.009819818665965752,313.54939794540405
11,-0.3591441512107849,-0.3757820129394531,0.6304216384887695,0.40638571977615356,0.009801780422506557,310.66854524612427
12,-0.36539360880851746,-0.4115544259548187,0.6765115261077881,0.4333982765674591,0.009783738489865112,311.4378082752228
13,-0.3335593342781067,-0.3909238874912262,0.7101130485534668,0.4610697329044342,0.009765692859724779,310.69974875450134
14,-0.38818061351776123,-0.42984187602996826,0.7099109292030334,0.48595383763313293,0.009747643523733043,309.92439126968384
15,-0.3831738829612732,-0.43193015456199646,0.7024474143981934,0.5076031684875488,0.009729590473501306,312.6995849609375
16,-0.399414986371994,-0.4186111092567444,0.70348060131073,0.5271909236907959,0.009711533700604631,310.7372257709503
17,-0.4033837616443634,-0.4753892123699188,0.7227530479431152,0.546747088432312,0.009693473196581535,311.37161803245544
18,-0.4300132989883423,-0.3999110460281372,0.6832905411720276,0.560401439666748,0.009675408952933734,310.84610867500305
19,-0.4083692133426666,-0.4246695041656494,0.7215786576271057,0.5765191316604614,0.009657340961125919,312.18319940567017
20,-0.42888012528419495,-0.487400621175766,0.748685896396637,0.5937358140945435,0.009639269212585509,311.53350257873535
21,-0.4260319173336029,-0.47832733392715454,0.7364137768745422,0.608003556728363,0.009621193698702417,313.7161169052124
22,-0.41897615790367126,-0.4809587895870209,0.7227052450180054,0.6194736957550049,0.009603114410828804,316.2187418937683
23,-0.4498189687728882,-0.47730308771133423,0.7012424468994141,0.6276505589485168,0.009585031340278832,311.6226079463959
24,-0.46645402908325195,-0.48502621054649353,0.7640420198440552,0.6412897109985352,0.009566944478328421,312.334596157074
25,-0.4166487455368042,-0.4876668453216553,0.7228094339370728,0.649441659450531,0.009548853816214998,313.04432702064514
26,-0.4254760444164276,-0.4311637580394745,0.6732774972915649,0.6518251895904541,0.009530759345137247,313.9389510154724
27,-0.4531691074371338,-0.48638400435447693,0.7238875031471252,0.6590314507484436,0.009512661056254852,312.90374779701233
28,-0.4214427173137665,-0.47603297233581543,0.6887089014053345,0.6619991660118103,0.009494558940688246,312.7933135032654
29,-0.4594210088253021,-0.5271592140197754,0.7647745013237,0.6722766757011414,0.00947645298951835,314.0337779521942
30,-0.43604686856269836,-0.4289034605026245,0.7347272634506226,0.6785217523574829,0.009458343193786321,312.1371924877167
31,-0.41911402344703674,-0.43504223227500916,0.7425680756568909,0.6849263906478882,0.00944022954449327,313.22139048576355
32,-0.42751237750053406,-0.4107093811035156,0.7448636889457703,0.6909201145172119,0.009422112032600018,315.8398082256317
33,-0.4309447109699249,-0.5031318664550781,0.7786213755607605,0.6996902227401733,0.009403990649026823,312.31518745422363
34,-0.45183467864990234,-0.4712294638156891,0.7386535406112671,0.7035865187644958,0.009385865384653105,313.9494152069092
35,-0.4578486979007721,-0.5235244035720825,0.7400514483451843,0.7072329521179199,0.009367736230317175,314.3150084018707
36,-0.44319087266921997,-0.5102339386940002,0.7634182572364807,0.7128514647483826,0.009349603176815975,310.85591435432434
37,-0.45698562264442444,-0.4736194908618927,0.7477432489395142,0.7163406014442444,0.009331466214904776,312.6432204246521
