epoch,train_loss,val_loss,mean_fg_dice,ema_fg_dice,lr,epoch_time_s,instance_alpha,instance_raw_loss
0,-0.40294238924980164,-0.46189311146736145,0.7591152191162109,0.7591152191162109,0.01,246.67528533935547,0.06,0.7604613900184631
1,-0.4245968759059906,-0.468684583902359,0.780964195728302,0.7613000869750977,0.00996399278941777,234.7874984741211,0.12,0.8889502882957458
2,-0.3455001413822174,-0.3778710961341858,0.7687911987304688,0.7620491981506348,0.009927971115163414,235.55196928977966,0.18,0.6463040113449097
3,-0.331950306892395,-0.2892798185348511,0.7061684727668762,0.7564610838890076,0.00989193491307027,235.87280917167664,0.24,0.38697850704193115
4,-0.2901023030281067,-0.3138303756713867,0.6952835917472839,0.7503433227539062,0.009855884118426006,234.63519501686096,0.3,0.5896660089492798
5,-0.20021508634090424,-0.2869790196418762,0.7806327939033508,0.7533721923828125,0.009819818665965752,235.32618188858032,0.36,0.5120233297348022
6,-0.0782301127910614,-0.1382981836795807,0.6780545115470886,0.7458404302597046,0.009783738489865112,235.2876331806183,0.42,0.17572689056396484
7,-0.0969410240650177,-0.20808589458465576,0.7102712392807007,0.7422834634780884,0.009747643523733043,234.43046855926514,0.48,0.2298356592655182
8,-0.06571415066719055,-0.09629596024751663,0.7177494764328003,0.7398300766944885,0.009711533700604631,235.0967676639557,0.54,0.9031333923339844
9,-0.05320921167731285,-0.0980035662651062,0.7281978130340576,0.738666832447052,0.009675408952933734,234.84808564186096,0.6,0.47093331813812256
10,-0.04215744137763977,-0.06172173470258713,0.7324814200401306,0.738048255443573,0.009639269212585509,236.49225640296936,0.6,0.48907461762428284
11,-0.04934531822800636,-0.07629372924566269,0.7398766279220581,0.7382310628890991,0.009603114410828804,234.84873342514038,0.6,0.6230348944664001
12,-0.11975590884685516,-0.14247626066207886,0.7666781544685364,0.7410757541656494,0.009566944478328421,234.64284753799438,0.6,0.6668882369995117
